City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Dwarka,IN,2022-06-21 14:59:53,22.2394,68.9678,84.51,80,30,20.45
279,Henties Bay,NA,2022-06-21 14:59:54,-22.116,14.2845,59.18,68,0,7.25
280,Montoro,ES,2022-06-21 14:59:54,38.0241,-4.3834,82.98,11,92,16.78
281,Pangkalanbuun,ID,2022-06-21 14:59:54,-2.6833,111.6167,74.07,94,100,2.37
282,Guerrero Negro,MX,2022-06-21 14:56:22,27.9769,-114.0611,72.77,55,97,1.14
283,Chibombo,ZM,2022-06-21 14:59:55,-14.6569,28.0706,67.44,41,4,9.91
284,Mikhaylovka,RU,2022-06-21 14:59:55,50.06,43.2379,87.78,42,0,9.08
285,Chuy,UY,2022-06-21 14:59:55,-33.6971,-53.4616,52.75,82,100,5.03
286,Klaksvik,FO,2022-06-21 14:59:56,62.2266,-6.589,49.12,77,97,12.15
287,Caconda,AO,2022-06-21 14:59:56,-13.7333,15.0667,74.03,15,0,11.1
288,Lusambo,CD,2022-06-21 14:59:56,-4.9667,23.45,91.47,30,65,3.6
289,Sauk Rapids,US,2022-06-21 14:59:57,45.5919,-94.1661,75.06,73,4,7.0
290,Coihaique,CL,2022-06-21 14:59:57,-45.5752,-72.0662,22.95,93,0,0.0
291,Darhan,MN,2022-06-21 14:59:58,49.4867,105.9228,60.04,85,52,3.53
292,Kodinsk,RU,2022-06-21 14:59:58,58.6881,99.1844,57.24,53,47,4.03
293,Nemuro,JP,2022-06-21 14:59:58,43.3236,145.575,49.41,93,38,8.39
294,Victoria,HK,2022-06-21 14:59:39,22.2855,114.1577,85.32,83,100,14.0
295,Moerai,PF,2022-06-21 14:59:59,-22.4333,-151.3333,76.69,76,90,10.71
296,Korla,CN,2022-06-21 14:59:59,41.7597,86.1469,83.84,19,97,8.48
297,Talcahuano,CL,2022-06-21 14:59:59,-36.7167,-73.1167,49.68,87,75,6.91
298,Murray Bridge,AU,2022-06-21 15:00:00,-35.1167,139.2667,57.13,91,13,7.76
299,Descalvado,BR,2022-06-21 15:00:00,-21.9039,-47.6194,74.28,42,0,7.99
300,Sao Filipe,CV,2022-06-21 15:00:01,14.8961,-24.4956,75.81,88,71,1.32
301,Cardston,CA,2022-06-21 14:59:18,49.2,-113.3019,57.49,70,33,11.16
302,Tiruchchendur,IN,2022-06-21 15:00:02,8.4833,78.1167,86.27,58,100,12.59
303,Eyl,SO,2022-06-21 15:00:02,7.9803,49.8164,81.68,68,68,29.04
304,Azangaro,PE,2022-06-21 15:00:06,-14.9167,-70.2167,49.73,46,58,5.17
305,Paracuaro,MX,2022-06-21 15:00:07,20.15,-100.7667,64.85,51,79,5.57
306,Lasa,IT,2022-06-21 15:00:08,46.6166,10.7002,68.68,79,100,2.17
307,Turtas,RU,2022-06-21 15:00:11,58.9417,69.1325,64.8,94,47,10.89
308,San Policarpo,PH,2022-06-21 15:00:12,12.1791,125.5072,81.5,79,100,6.44
309,Srednekolymsk,RU,2022-06-21 15:00:14,67.45,153.6833,47.39,50,100,3.0
310,Yumen,CN,2022-06-21 15:00:15,40.2833,97.2,73.78,28,41,4.21
311,Hambantota,LK,2022-06-21 15:00:17,6.1241,81.1185,82.74,83,20,5.75
312,Haapiti,PF,2022-06-21 15:00:18,-17.5667,-149.8667,71.33,74,11,8.55
313,Bowen,AU,2022-06-21 15:00:20,-20.0167,148.2333,65.62,86,93,12.57
314,Middelburg,ZA,2022-06-21 14:58:16,-25.7751,29.4648,60.85,39,1,5.66
315,Shimoda,JP,2022-06-21 15:00:21,34.6667,138.95,71.1,98,100,12.5
316,Moose Factory,CA,2022-06-21 15:01:21,51.2585,-80.6094,69.78,88,40,5.75
317,Vostok,RU,2022-06-21 15:01:21,46.4856,135.8833,55.47,98,100,4.09
318,Ostrovnoy,RU,2022-06-21 15:01:22,68.0531,39.5131,42.62,87,97,6.22
319,Severo-Yeniseyskiy,RU,2022-06-21 15:01:22,60.3725,93.0408,59.5,54,6,4.81
320,Puerto Quijarro,BO,2022-06-21 15:01:23,-17.7833,-57.7667,88.3,37,5,6.4
321,Mmathubudukwane,BW,2022-06-21 15:01:23,-24.6,26.4333,68.47,38,0,12.21
322,El Alto,PE,2022-06-21 15:01:24,-4.2714,-81.2147,67.6,69,100,9.01
323,Rocha,UY,2022-06-21 15:01:24,-34.4833,-54.3333,56.3,55,88,4.34
324,Karasburg,NA,2022-06-21 15:01:24,-28.0167,18.75,57.67,48,93,18.16
325,Saint-Pierre,RE,2022-06-21 15:01:25,-21.3393,55.4781,67.91,72,20,4.61
326,Bocas Del Toro,PA,2022-06-21 15:01:25,9.3333,-82.25,80.38,79,100,7.27
327,Vila Velha,BR,2022-06-21 14:56:52,-20.3297,-40.2925,78.75,75,40,4.61
328,Bongandanga,CD,2022-06-21 15:01:26,1.5,21.05,78.19,75,92,1.83
329,Chernyshevskiy,RU,2022-06-21 15:01:26,63.0128,112.4714,51.64,49,98,1.1
330,Pafos,CY,2022-06-21 14:59:00,34.7667,32.4167,76.78,73,40,14.97
331,Erenhot,CN,2022-06-21 15:01:26,43.6475,111.9767,63.91,58,81,6.6
332,Sterling,US,2022-06-21 15:01:27,39.0062,-77.4286,78.4,57,100,6.91
333,Poum,NC,2022-06-21 15:01:28,-20.2333,164.0167,71.8,68,82,14.09
334,Miles City,US,2022-06-21 15:01:28,46.4083,-105.8406,58.17,82,100,19.57
335,Vyshkovo,UA,2022-06-21 15:01:29,48.0491,23.4211,78.69,38,30,9.62
336,Palimbang,PH,2022-06-21 15:01:30,6.2106,124.1894,77.9,85,100,6.17
337,Harper,LR,2022-06-21 15:01:31,4.375,-7.7169,75.58,89,100,7.07
338,Maraba,BR,2022-06-21 15:00:46,-5.3686,-49.1178,87.15,48,2,4.74
339,Baykit,RU,2022-06-21 15:01:32,61.67,96.37,60.35,59,3,4.07
340,Shingu,JP,2022-06-21 15:01:32,33.7333,135.9833,74.16,96,100,6.62
341,Hungund,IN,2022-06-21 15:01:33,16.0667,76.05,76.24,72,99,18.07
342,Longyearbyen,SJ,2022-06-21 15:00:47,78.2186,15.6401,48.04,66,75,25.32
343,Hamilton,US,2022-06-21 14:57:34,39.1834,-84.5333,84.25,57,59,1.01
344,Alacranes,CU,2022-06-21 15:01:33,22.7675,-81.5675,85.69,64,39,9.8
345,Bonfim,BR,2022-06-21 15:01:34,3.0833,-59.95,82.85,70,44,3.2
346,Ipixuna,BR,2022-06-21 15:01:34,-1.7625,-48.8043,89.73,49,55,3.4
347,Meulaboh,ID,2022-06-21 15:01:34,4.1363,96.1285,76.8,87,100,4.36
348,Sahbuz,AZ,2022-06-21 15:01:35,39.4072,45.5739,94.6,31,0,4.52
349,Biloela,AU,2022-06-21 15:01:35,-24.4167,150.5,53.02,77,62,2.48
350,Tecoanapa,MX,2022-06-21 15:01:35,16.5167,-98.75,80.8,81,100,2.28
351,Kochkurovo,RU,2022-06-21 15:01:36,54.0358,45.4184,55.06,94,100,5.19
352,Dalbandin,PK,2022-06-21 15:01:36,28.8947,64.4101,87.66,9,0,20.47
353,Bambanglipuro,ID,2022-06-21 15:01:36,-7.95,110.2833,78.22,80,100,10.63
354,Chabahar,IR,2022-06-21 15:01:37,25.2919,60.643,84.11,86,0,5.59
355,Chara,RU,2022-06-21 15:01:37,56.9064,118.2631,49.46,94,100,4.18
356,Pimentel,PE,2022-06-21 15:01:37,-6.8367,-79.9342,64.83,79,99,10.98
357,Amapa,BR,2022-06-21 15:01:38,1.0,-52.0,86.79,54,48,4.63
358,Grindavik,IS,2022-06-21 15:01:38,63.8424,-22.4338,49.95,100,100,26.46
359,Prince George,CA,2022-06-21 14:57:55,53.9166,-122.753,55.26,83,0,5.75
360,Minas,UY,2022-06-21 15:01:38,-34.3759,-55.2377,58.28,48,78,7.25
361,Bridlington,GB,2022-06-21 15:01:39,54.0831,-0.1919,66.52,69,76,9.57
362,Yenagoa,NG,2022-06-21 15:02:39,4.9247,6.2642,81.1,78,65,7.56
363,Kjollefjord,NO,2022-06-21 15:02:40,70.9457,27.3465,66.02,45,100,17.27
364,Marsh Harbour,BS,2022-06-21 15:00:00,26.5412,-77.0636,80.15,65,100,12.64
365,Lorengau,PG,2022-06-21 15:02:40,-2.0226,147.2712,80.83,75,100,3.67
366,Barao De Melgaco,BR,2022-06-21 15:02:40,-16.1944,-55.9675,89.19,32,27,6.22
367,Rovaniemi,FI,2022-06-21 15:01:53,66.5,25.7167,67.41,48,40,11.5
368,Bazarnyye Mataki,RU,2022-06-21 15:02:41,54.8833,49.9333,61.03,77,99,8.81
369,Kuching,MY,2022-06-21 15:02:41,1.55,110.3333,80.82,83,40,5.01
370,Bengkulu,ID,2022-06-21 15:02:42,-3.8004,102.2655,74.75,93,100,6.58
371,Totness,SR,2022-06-21 15:02:42,5.8833,-56.3167,83.41,71,54,4.43
372,Kermanshah,IR,2022-06-21 15:02:42,34.3142,47.065,94.1,3,0,21.85
373,Dunedin,NZ,2022-06-21 14:58:53,-45.8742,170.5036,42.8,80,0,1.99
374,Ugoofaaru,MV,2022-06-21 15:02:43,5.6667,73.0,83.08,75,100,13.94
375,Ambon,ID,2022-06-21 15:02:43,-3.6954,128.1814,77.23,15,20,4.61
376,Havelock,US,2022-06-21 15:02:43,34.8791,-76.9013,84.97,55,76,5.01
377,Los Llanos De Aridane,ES,2022-06-21 15:02:44,28.6585,-17.9182,69.12,79,75,11.5
378,Rexburg,US,2022-06-21 15:02:44,43.826,-111.7897,57.42,62,0,4.61
379,Robe,AU,2022-06-21 15:02:45,-37.1833,139.75,57.69,83,28,14.2
380,Novorzhev,RU,2022-06-21 15:02:45,57.0294,29.3338,64.6,63,100,7.94
381,Scarborough,GB,2022-06-21 14:59:02,54.2797,-0.4044,66.16,67,100,1.01
382,Yaransk,RU,2022-06-21 15:02:45,57.3033,47.8861,61.57,81,18,6.53
383,Hami,CN,2022-06-21 15:02:46,42.8,93.45,86.11,15,2,5.21
384,Cuamba,MZ,2022-06-21 15:02:46,-14.8031,36.5372,71.04,44,21,8.7
385,Ballina,AU,2022-06-21 15:02:47,-28.8667,153.5667,53.02,99,0,5.86
386,Neuquen,AR,2022-06-21 15:02:47,-38.9516,-68.0591,40.24,44,100,12.37
387,Biak,ID,2022-06-21 15:02:47,-0.9131,122.8766,75.29,86,50,5.99
388,Carupano,VE,2022-06-21 15:02:48,10.6678,-63.2585,81.18,75,95,6.58
389,San Lazaro,BZ,2022-06-21 15:02:48,18.0387,-88.6622,80.65,84,100,11.43
390,Jiayuguan,CN,2022-06-21 15:02:48,39.8167,98.3,72.61,29,49,4.21
391,Vila Franca Do Campo,PT,2022-06-21 15:02:49,37.7167,-25.4333,72.19,74,56,11.34
392,Adelanto,US,2022-06-21 15:02:49,34.5828,-117.4092,83.03,19,1,3.76
393,Mahebourg,MU,2022-06-21 15:02:49,-20.4081,57.7,68.29,68,20,6.91
394,Shirokiy,RU,2022-06-21 15:02:50,49.758,129.523,60.42,97,96,5.61
395,Nadym,RU,2022-06-21 15:02:50,65.5333,72.5167,71.24,69,100,10.6
396,Mwinilunga,ZM,2022-06-21 15:02:50,-11.7358,24.4293,75.97,24,29,6.96
397,Severobaykalsk,RU,2022-06-21 15:02:51,55.65,109.3167,48.74,79,48,8.95
398,Komsomolskiy,UZ,2022-06-21 15:02:51,40.4272,71.7189,74.52,39,90,4.65
399,Sabang,ID,2022-06-21 15:02:51,5.8933,95.3214,81.81,74,98,14.76
400,Pau Dos Ferros,BR,2022-06-21 15:02:52,-6.1125,-38.2063,88.11,41,90,14.05
401,Nisia Floresta,BR,2022-06-21 15:02:52,-6.0911,-35.2086,85.01,67,100,15.79
402,Dicabisagan,PH,2022-06-21 15:02:52,17.0818,122.4157,81.03,85,10,3.51
403,Tateyama,JP,2022-06-21 15:02:53,34.9833,139.8667,72.1,88,100,3.44
404,Yuncheng,CN,2022-06-21 15:02:53,35.0231,110.9928,87.35,43,98,9.13
405,Luderitz,NA,2022-06-21 15:02:53,-26.6481,15.1594,57.88,61,79,15.52
406,Kirando,TZ,2022-06-21 15:02:54,-7.4167,30.6,76.48,44,5,4.32
407,Lagoa,PT,2022-06-21 15:02:54,39.05,-27.9833,63.36,85,82,20.92
408,Savigliano,IT,2022-06-21 15:02:54,44.644,7.6559,90.23,51,40,4.61
409,Tuy Hoa,VN,2022-06-21 15:02:55,13.0833,109.3,78.13,87,100,5.08
410,Mbandaka,CD,2022-06-21 15:03:55,0.0487,18.2603,82.94,59,58,3.24
411,Batagay-Alyta,RU,2022-06-21 15:03:56,67.8006,130.4114,48.81,59,38,1.39
412,Tres Arroyos,AR,2022-06-21 15:03:56,-38.3739,-60.2798,49.32,49,87,14.14
413,Sur,OM,2022-06-21 15:03:56,22.5667,59.5289,94.06,52,38,1.34
414,Kijang,KR,2022-06-21 15:03:56,35.2442,129.2139,72.21,92,23,2.39
415,Camocim,BR,2022-06-21 15:03:57,-2.9022,-40.8411,85.53,57,73,12.68
416,Bud,US,2022-06-21 15:03:57,39.447,-86.1758,85.32,56,7,9.84
417,Pa Sang,TH,2022-06-21 15:03:57,18.5262,98.9394,83.79,69,99,6.67
418,Preobrazheniye,RU,2022-06-21 15:03:58,42.9019,133.9064,59.05,99,100,7.23
419,Igarka,RU,2022-06-21 15:03:58,67.4667,86.5833,73.69,48,46,9.69
420,Hovd,MN,2022-06-21 15:03:58,48.0056,91.6419,73.6,22,47,6.26
421,Chaoyang,CN,2022-06-21 15:03:59,41.5703,120.4586,71.85,82,100,4.88
422,Amazar,RU,2022-06-21 15:03:59,53.858,120.875,57.25,99,100,4.0
423,Severo-Kurilsk,RU,2022-06-21 15:04:00,50.6789,156.125,46.04,92,61,6.8
424,Basoko,CD,2022-06-21 15:04:00,1.2391,23.616,80.55,72,98,1.07
425,Gladstone,AU,2022-06-21 15:00:15,-23.85,151.25,55.33,88,52,5.75
426,Ponta Delgada,PT,2022-06-21 15:04:00,37.7333,-25.6667,72.5,73,40,18.41
427,Xiongyue,CN,2022-06-21 15:04:01,40.1774,122.1228,71.4,94,99,3.62
428,Yichun,CN,2022-06-21 15:04:01,47.7,128.9,63.97,64,70,5.59
429,Rio Gallegos,AR,2022-06-21 15:04:01,-51.6226,-69.2181,35.8,75,31,20.76
430,Kallithea,GR,2022-06-21 15:04:02,37.95,23.7,95.65,40,0,13.8
431,Mountain Home,US,2022-06-21 15:04:02,43.133,-115.6912,62.47,41,1,4.83
432,Rudnogorsk,RU,2022-06-21 15:04:03,57.2639,103.7519,49.26,90,82,1.34
433,Joshimath,IN,2022-06-21 15:04:03,30.5667,79.5667,65.1,81,92,2.24
434,La Plaine,DM,2022-06-21 15:04:03,15.3333,-61.25,80.65,73,100,12.48
435,Beloha,MG,2022-06-21 15:04:04,-25.1667,45.05,66.18,69,5,9.82
436,Vadodara,IN,2022-06-21 15:04:04,22.3,73.2,93.16,55,82,11.5
437,Exu,BR,2022-06-21 15:04:04,-7.5119,-39.7242,71.74,81,100,7.61
438,Haines Junction,CA,2022-06-21 15:04:05,60.7522,-137.5108,48.42,70,20,1.12
439,Mao,ES,2022-06-21 15:04:05,39.8885,4.2658,93.76,29,0,9.22
440,Hocaba,MX,2022-06-21 15:04:06,20.8167,-89.25,84.15,62,79,10.07
441,Comodoro Rivadavia,AR,2022-06-21 14:59:13,-45.8667,-67.5,33.66,55,20,11.5
442,Zhigansk,RU,2022-06-21 15:04:06,66.7697,123.3711,51.44,49,67,0.47
443,Lazaro Cardenas,MX,2022-06-21 15:04:06,17.9583,-102.2,82.81,74,100,3.2
444,San Quintin,MX,2022-06-21 15:04:07,30.4833,-115.95,70.34,63,0,3.11
445,Chimoio,MZ,2022-06-21 15:04:07,-19.1164,33.4833,60.93,72,100,4.18
446,Twentynine Palms,US,2022-06-21 15:04:08,34.1356,-116.0542,87.84,9,0,3.0
447,Annau,TM,2022-06-21 15:04:08,37.8876,58.516,90.05,17,0,9.26
448,Mayfield Heights,US,2022-06-21 15:04:08,41.5192,-81.4579,84.04,49,0,12.66
449,Ariquemes,BR,2022-06-21 15:00:21,-9.9133,-63.0408,88.47,47,29,2.19
450,Dromolaxia,CY,2022-06-21 15:04:09,34.8761,33.586,85.66,59,20,20.71
451,Tukrah,LY,2022-06-21 15:04:09,32.5341,20.5791,78.91,54,0,14.2
452,Talnakh,RU,2022-06-21 15:04:10,69.4865,88.3972,76.41,46,47,3.96
453,Casa Nova,BR,2022-06-21 15:04:10,-9.4167,-41.1333,80.92,55,94,20.74
454,Okuchi,JP,2022-06-21 15:04:10,32.0667,130.6167,71.71,99,100,5.21
455,Hokitika,NZ,2022-06-21 15:04:11,-42.7167,170.9667,42.12,65,0,3.51
456,Laredo,US,2022-06-21 15:00:12,27.5064,-99.5075,86.49,56,2,10.51
457,La Reforma,MX,2022-06-21 15:05:11,25.0833,-108.05,85.41,60,11,2.06
458,Kattivakkam,IN,2022-06-21 15:05:12,13.2167,80.3167,82.49,68,100,9.01
459,Avera,US,2022-06-21 15:05:12,33.194,-82.5271,87.85,33,92,8.37
460,Merei,RO,2022-06-21 15:05:12,45.1333,26.6833,85.15,39,55,18.34
461,Medea,DZ,2022-06-21 15:05:13,36.2642,2.7539,100.22,10,31,22.82
462,Margate,GB,2022-06-21 15:05:13,51.3813,1.3862,71.11,66,100,3.0
463,Ada,US,2022-06-21 15:05:13,43.4166,-116.1262,64.29,55,0,8.99
464,Kalmunai,LK,2022-06-21 15:05:14,7.4167,81.8167,83.21,74,100,1.68
465,Zatoka,UA,2022-06-21 15:05:14,46.0725,30.4654,74.73,69,2,20.74
466,Goure,NE,2022-06-21 15:05:15,13.9835,10.2704,97.88,23,100,5.14
467,Alyangula,AU,2022-06-21 15:00:23,-13.8483,136.4192,73.58,81,91,12.91
468,Caborca,MX,2022-06-21 15:05:15,30.5838,-111.101,81.99,43,98,2.46
469,Alamosa,US,2022-06-21 15:01:29,37.4695,-105.87,57.18,44,0,4.61
470,Cayenne,GF,2022-06-21 15:05:16,4.9333,-52.3333,86.04,32,0,5.75
471,Karaton,ID,2022-06-21 15:05:16,-6.3424,106.1045,74.53,93,70,2.06
472,Sao Miguel Do Iguacu,BR,2022-06-21 15:05:16,-25.3481,-54.2378,72.84,71,5,10.02
473,Paamiut,GL,2022-06-21 15:05:17,61.994,-49.6678,37.76,85,8,17.05
474,La Seyne-Sur-Mer,FR,2022-06-21 15:05:17,43.0982,5.8847,81.91,77,100,5.01
475,Port Augusta,AU,2022-06-21 15:05:17,-32.5,137.7667,55.98,84,82,4.83
476,Russell,US,2022-06-21 15:05:18,32.3502,-85.1999,88.97,36,95,3.83
477,Biltine,TD,2022-06-21 15:05:18,14.5333,20.9167,100.96,18,15,8.34
478,Mocuba,MZ,2022-06-21 15:05:18,-16.8392,36.9856,66.7,89,20,4.9
479,Chililabombwe,ZM,2022-06-21 15:05:19,-12.3648,27.8229,70.0,34,4,5.75
480,Waipawa,NZ,2022-06-21 15:05:19,-41.4122,175.5153,45.16,80,98,6.91
481,Thunder Bay,CA,2022-06-21 15:05:12,48.4001,-89.3168,70.29,75,82,11.95
482,Ixtapa,MX,2022-06-21 15:05:20,20.7,-105.2,80.22,89,100,6.91
483,Northam,GB,2022-06-21 15:05:20,51.0333,-4.2167,69.26,71,95,8.12
484,Egvekinot,RU,2022-06-21 15:05:20,66.3167,-179.1667,34.5,99,100,5.95
485,Virginia Beach,US,2022-06-21 15:05:21,36.8529,-75.978,83.01,41,40,1.01
486,Celestun,MX,2022-06-21 15:05:21,20.8667,-90.4,78.26,80,100,11.72
487,Ljungby,SE,2022-06-21 15:05:21,56.8332,13.9408,73.81,49,17,12.12
488,Saint-Joseph,RE,2022-06-21 15:05:22,-21.3667,55.6167,64.78,71,42,7.81
489,Jadu,LY,2022-06-21 15:05:22,31.953,12.0261,93.92,17,0,10.16
490,Baghdad,IQ,2022-06-21 15:05:22,33.3406,44.4009,104.58,12,0,17.78
491,Richards Bay,ZA,2022-06-21 15:05:23,-28.783,32.0377,66.96,72,22,8.7
492,Bintulu,MY,2022-06-21 15:05:23,3.1667,113.0333,79.95,79,58,1.74
493,Maroantsetra,MG,2022-06-21 15:05:23,-15.4333,49.7333,68.85,86,100,10.87
494,Lucea,JM,2022-06-21 15:05:24,18.451,-78.1736,86.86,73,100,15.39
495,Tessalit,ML,2022-06-21 15:05:24,20.1986,1.0114,105.01,9,4,3.02
496,Rundu,NA,2022-06-21 15:05:25,-17.9333,19.7667,77.81,23,1,9.22
497,Garowe,SO,2022-06-21 15:05:25,8.4054,48.4845,90.01,31,48,24.43
498,Jumla,NP,2022-06-21 15:05:25,29.2747,82.1838,58.19,90,30,3.74
499,El Higo,MX,2022-06-21 15:05:26,21.7667,-98.4667,81.82,71,67,6.44
500,Tarija,BO,2022-06-21 15:05:26,-21.5355,-64.7296,62.51,36,84,0.0
501,Uhlove,UA,2022-06-21 15:05:26,44.8215,33.6045,78.03,62,54,10.51
502,Aban,RU,2022-06-21 15:05:27,56.67,96.06,59.02,56,12,7.09
503,Oktyabrskoye,RU,2022-06-21 15:05:27,43.0645,44.7417,77.14,54,75,17.9
504,Cerro Largo,BR,2022-06-21 15:06:27,-28.1486,-54.7381,66.15,96,100,3.18
505,Nioro,GM,2022-06-21 15:06:28,13.35,-15.75,90.0,49,91,4.81
506,Oranjemund,NA,2022-06-21 15:06:28,-28.55,16.4333,57.34,70,16,9.44
507,Puerto Suarez,BO,2022-06-21 15:06:28,-18.95,-57.8,89.96,62,0,6.91
508,Rawson,AR,2022-06-21 15:06:29,-43.3002,-65.1023,40.87,63,4,14.52
509,Llangefni,GB,2022-06-21 15:06:29,53.2556,-4.3106,64.65,68,20,10.36
510,La Salle,US,2022-06-21 15:05:41,41.3334,-89.0918,86.09,54,0,12.66
511,Tazovskiy,RU,2022-06-21 15:06:29,67.4667,78.7,74.19,44,21,10.89
512,Kefamenanu,ID,2022-06-21 15:06:30,-9.4467,124.4781,69.93,92,62,5.59
513,Rayachoti,IN,2022-06-21 15:06:30,14.05,78.75,81.66,62,100,15.05
514,Qingquan,CN,2022-06-21 15:06:31,30.4511,115.2559,78.42,89,15,9.51
515,Pisco,PE,2022-06-21 15:06:31,-13.7,-76.2167,62.65,82,40,9.22
516,Kirakira,SB,2022-06-21 15:06:31,-10.4544,161.9205,77.94,85,47,7.11
517,Chulman,RU,2022-06-21 15:06:32,56.8479,124.9104,53.87,90,68,0.81
518,Kungurtug,RU,2022-06-21 15:06:32,50.5994,97.5228,50.16,90,53,2.64
519,San Patricio,US,2022-06-21 15:06:33,28.017,-97.5169,90.07,61,100,6.85
520,Monrovia,LR,2022-06-21 15:05:47,6.3005,-10.7969,78.3,84,100,7.67
521,Adrar,MR,2022-06-21 15:06:33,20.5022,-10.0711,94.12,32,76,8.72
522,Ouahigouya,BF,2022-06-21 15:01:56,13.5828,-2.4216,98.33,29,9,4.5
523,Samarai,PG,2022-06-21 15:06:34,-10.6167,150.6667,80.11,79,100,8.88
524,Sisimiut,GL,2022-06-21 15:06:34,66.9395,-53.6735,34.84,84,100,9.17
525,Walvis Bay,NA,2022-06-21 15:06:35,-22.9575,14.5053,62.1,72,39,8.66
526,Bandarbeyla,SO,2022-06-21 15:06:35,9.4942,50.8122,78.04,80,12,32.35
527,Kiruna,SE,2022-06-21 15:06:36,67.8557,20.2251,52.72,71,100,10.36
528,Gao,ML,2022-06-21 15:01:42,16.6362,1.637,105.15,13,29,1.66
529,Gurkovo,BG,2022-06-21 15:06:36,42.6667,25.8,86.38,59,37,4.97
530,Miandrivazo,MG,2022-06-21 15:06:37,-19.5167,45.4667,75.85,31,0,4.36
531,Benguela,AO,2022-06-21 15:06:37,-12.5763,13.4055,73.2,66,1,7.63
532,Borinskoye,RU,2022-06-21 15:06:38,52.4569,39.3713,74.8,76,42,9.53
533,Port Lincoln,AU,2022-06-21 15:06:38,-34.7333,135.8667,56.1,92,5,8.01
534,Ha Tinh,VN,2022-06-21 15:06:39,18.3333,105.9,86.11,58,98,6.91
535,Grimstad,NO,2022-06-21 15:06:39,58.3405,8.5934,64.31,55,83,19.71
536,Beni Mazar,EG,2022-06-21 15:06:39,28.4962,30.8029,95.76,16,0,19.48
537,Nabire,ID,2022-06-21 15:06:40,-3.3667,135.4833,75.09,92,31,3.62
538,Tecpan,GT,2022-06-21 15:06:40,14.7623,-90.9947,56.61,98,100,2.17
539,Barcelos,PT,2022-06-21 15:03:27,41.5388,-8.6151,70.84,71,91,8.81
540,Igrim,RU,2022-06-21 15:06:41,63.1906,64.4162,68.2,84,94,4.92
541,Itarema,BR,2022-06-21 15:06:41,-2.9248,-39.9167,77.27,81,97,10.78
542,At-Bashi,KG,2022-06-21 15:06:42,41.1702,75.8106,56.93,60,93,1.63
543,Vokhma,RU,2022-06-21 15:06:42,58.9303,46.7586,62.29,64,100,5.26
544,Opunake,NZ,2022-06-21 15:06:42,-39.4556,173.8583,46.85,71,77,8.97
545,Guarapari,BR,2022-06-21 15:06:43,-20.6667,-40.4975,77.9,69,3,8.59
546,Necochea,AR,2022-06-21 15:06:43,-38.5473,-58.7368,50.54,52,93,15.12
547,Magadan,RU,2022-06-21 15:06:43,59.5667,150.8,42.89,96,100,4.54
548,Skibbereen,IE,2022-06-21 15:06:44,51.55,-9.2667,64.11,68,51,5.73
549,Ocampo,MX,2022-06-21 15:06:44,21.65,-101.5,62.28,55,43,12.88
550,Umm Kaddadah,SD,2022-06-21 15:07:44,13.6017,26.6876,96.71,23,20,1.77
551,Amga,RU,2022-06-21 15:07:45,60.8953,131.9608,63.32,88,100,4.05
552,Bulungu,CD,2022-06-21 15:07:45,-4.55,18.6,87.39,44,81,3.98
553,Kinlochleven,GB,2022-06-21 15:07:46,56.7115,-4.9661,65.28,78,100,3.06
554,Opportunity,US,2022-06-21 15:07:46,47.6499,-117.2399,64.0,75,0,1.99
555,Abu Samrah,SY,2022-06-21 15:07:46,35.3029,37.1841,77.88,39,0,30.91
556,Myitkyina,MM,2022-06-21 15:07:47,25.3833,97.4,75.58,98,85,0.56
